#Position (bp)	Coverage	Std
1.75077635E7	42.34734371832655	20.933472170902206
1.76360255E7	204.12582058598807	122.00634030867946
1.77642875E7	1.308337621431133	0.8722888685182252
1.78925495E7	0.3994635979479503	0.050026890836845965
1.80208115E7	9.979573061389968E-4	0.044675660177304524
1.81490735E7	0.0	0.0
1.82773355E7	0.0	0.0
1.84055975E7	0.0	0.0
1.85338595E7	0.0	0.0
1.86621215E7	5.925371505200294E-4	0.024342085993604354
1.87903835E7	0.0	0.0
1.89186455E7	0.0	0.0
1.90469075E7	0.0	0.0
1.91751695E7	0.0	0.0
1.93034315E7	0.0	0.0
1.94316935E7	0.0	0.0
1.95599555E7	0.0	0.0
1.96882175E7	0.0	0.0
1.98164795E7	0.0	0.0
1.99447415E7	0.0	0.0
2.00730035E7	0.0	0.0
2.02012655E7	0.0	0.0
2.03295275E7	0.0	0.0
2.04577895E7	0.0	0.0
2.05860515E7	0.0	0.0
2.07143135E7	0.0	0.0
2.08425755E7	0.0	0.0
2.09708375E7	0.0	0.0
2.10990995E7	0.0	0.0
2.12273615E7	0.0	0.0
2.13556235E7	0.0	0.0
2.14838855E7	0.0	0.0
2.16121475E7	0.0	0.0
2.17404095E7	0.0	0.0
2.18686715E7	0.0	0.0
2.19969335E7	0.0	0.0
2.21251955E7	0.0	0.0
2.22534575E7	0.0	0.0
2.23817195E7	0.0	0.0
2.25099815E7	0.0	0.0
2.26382435E7	0.0	0.0
2.27665055E7	0.0	0.0
2.28947675E7	0.0	0.0
2.30230295E7	0.0	0.0
2.31512915E7	0.0	0.0
2.32795535E7	0.0	0.0
2.34078155E7	0.0	0.0
2.35360775E7	0.0	0.0
2.36643395E7	4.210132385273893E-4	0.020518607129320188
2.37926015E7	0.0	0.0
2.39208635E7	0.0	0.0
2.40491255E7	5.925371505200294E-4	0.024342085993604354
2.41773875E7	0.0	0.0
2.43056495E7	0.0	0.0
2.44339115E7	0.0	0.0
2.45621735E7	0.0	0.0
2.46904355E7	0.0	0.0
2.48186975E7	0.0	0.0
2.49469595E7	8.888057257800439E-4	0.04216172970313348
2.50752215E7	0.0	0.0
2.52034835E7	0.0	0.0
2.53317455E7	0.0	0.0
2.54600075E7	0.0	0.0
2.55882695E7	0.0	0.0
2.57165315E7	0.0	0.0
2.58447935E7	0.0	0.0
2.59730555E7	0.0	0.0
2.61013175E7	0.0	0.0
2.62295795E7	0.0	0.0
2.63578415E7	0.0	0.0
2.64861035E7	0.0	0.0
2.66143655E7	0.0	0.0
2.67426275E7	0.0	0.0
2.68708895E7	0.0	0.0
2.69991515E7	0.0	0.0
2.71274135E7	0.0	0.0
2.72556755E7	0.0	0.0
2.73839375E7	0.0	0.0
2.75121995E7	0.0	0.0
2.76404615E7	0.0	0.0
2.77687235E7	0.0	0.0
2.78969855E7	0.0	0.0
2.80252475E7	0.0	0.0
2.81535095E7	0.0	0.0
2.82817715E7	0.0	0.0
2.84100335E7	0.0	0.0
2.85382955E7	0.0	0.0
2.86665575E7	0.0	0.0
2.87948195E7	0.0	0.0
2.89230815E7	0.0	0.0
2.90513435E7	0.2508537212892361	0.024342085993604354
2.91796055E7	1.5959208495111568	0.034874926048049225
2.93078675E7	2.0	0.0
2.94361295E7	2.0	0.0
2.95643915E7	0.9418378007515866	0.033968928967855534
2.96926535E7	0.0	0.0
2.98209155E7	0.0	0.0
2.99491775E7	0.0	0.0
3.00774395E7	0.0	0.0
3.02057015E7	0.0	0.0
3.03339635E7	0.0	0.0
3.04622255E7	0.0	0.0
3.05904875E7	0.0	0.0
3.07187495E7	0.0	0.0
3.08470115E7	0.0	0.0
3.09752735E7	0.0	0.0
3.11035355E7	0.0	0.0
3.12317975E7	0.0	0.0
3.13600595E7	0.0	0.0
3.14883215E7	0.0	0.0
3.16165835E7	0.0	0.0
3.17448455E7	0.0	0.0
3.18731075E7	0.0	0.0
3.20013695E7	0.0	0.0
3.21296315E7	0.0	0.0
3.22578935E7	0.0	0.0
3.23861555E7	0.0	0.0
3.25144175E7	0.0	0.0
3.26426795E7	0.0	0.0
3.27709415E7	0.0	0.0
3.28992035E7	0.0	0.0
3.30274655E7	0.0	0.0
3.31557275E7	0.0	0.0
3.32839895E7	0.0	0.0
3.34122515E7	0.0	0.0
3.35405135E7	0.0	0.0
3.36687755E7	0.0	0.0
3.37970375E7	0.0	0.0
3.39252995E7	0.0	0.0
3.40535615E7	0.0	0.0
3.41818235E7	0.0	0.0
3.43100855E7	0.0	0.0
3.44383475E7	0.0	0.0
3.45666095E7	0.0	0.0
3.46948715E7	4.0542015561896745E-4	0.020135047941809512
3.48231335E7	0.0	0.0
3.49513955E7	0.0	0.0
3.50796575E7	0.0	0.0
3.52079195E7	0.0	0.0
3.53361815E7	0.0	0.0
3.54644435E7	0.0	0.0
3.55927055E7	0.0	0.0
3.57209675E7	5.691475261573966E-4	0.023856812992463946
3.58492295E7	0.0011850743010400587	0.034424908148607436
3.59774915E7	0.5307963387441331	0.024342085993604354
3.61057535E7	0.0	0.0
3.62340155E7	0.0	0.0
3.63622775E7	0.0	0.0
3.64905395E7	0.0	0.0
3.66188015E7	5.925371505200294E-4	0.024342085993604354
3.67470635E7	0.0	0.0
3.68753255E7	0.0	0.0
3.70035875E7	0.0	0.0
3.71318495E7	0.0	0.0
3.72601115E7	0.0	0.0
3.73883735E7	0.0	0.0
3.75166355E7	0.0	0.0
3.76448975E7	0.0	0.0
3.77731595E7	0.0	0.0
3.79014215E7	0.0	0.0
3.80296835E7	0.0	0.0
3.81579455E7	0.0	0.0
3.82862075E7	0.0	0.0
3.84144695E7	0.0	0.0
3.85427315E7	0.0	0.0
3.86709935E7	0.0	0.0
3.87992555E7	0.004740297204160235	0.07216709562822166
3.89275175E7	0.0	0.0
3.90557795E7	0.0	0.0
3.91840415E7	0.0	0.0
3.93123035E7	0.0	0.0
3.94405655E7	0.0	0.0
3.95688275E7	5.925371505200294E-4	0.024342085993604354
3.96970895E7	0.0	0.0
3.98253515E7	0.0	0.0
3.99536135E7	0.0	0.0
4.00818755E7	0.0	0.0
4.02101375E7	0.0	0.0
4.03383995E7	0.0	0.0
4.04666615E7	0.01744865977452402	0.024342085993604354
4.05949235E7	0.0	0.0
4.07231855E7	0.0	0.0
4.08514475E7	0.0	0.0
4.09797095E7	0.0	0.0
4.11079715E7	0.0	0.0
4.12362335E7	0.0	0.0
4.13644955E7	0.0	0.0
4.14927575E7	0.0	0.0
4.16210195E7	0.4360995462412874	0.015795231132678913
4.17492815E7	0.23452776348411844	0.018521550258692714
4.18775435E7	0.4190017308322028	0.024342085993604354
4.20058055E7	0.0	0.0
4.21340675E7	0.0	0.0
4.22623295E7	0.0	0.0
4.23905915E7	0.0	0.0
4.25188535E7	0.0	0.0
4.26471155E7	0.0	0.0
4.27753775E7	0.030835321451404156	0.01954560132757073
4.29036395E7	0.14149163431101963	0.028061551754585884
4.30319015E7	0.0	0.0
4.31601635E7	0.0	0.0
4.32884255E7	0.0	0.0
4.34166875E7	0.0	0.0
4.35449495E7	0.0	0.0
4.36732115E7	0.0	0.0
4.38014735E7	0.0	0.0
4.39297355E7	0.0	0.0
4.40579975E7	0.0	0.0
4.41862595E7	0.0	0.0
4.43145215E7	0.023537758650262742	0.024342085993604354
4.44427835E7	0.0	0.0
4.45710455E7	0.0	0.0
4.46993075E7	0.0	0.0
4.48275695E7	0.0	0.0
4.49558315E7	0.0	0.0
4.50840935E7	0.0	0.0
4.52123555E7	0.0	0.0
4.53406175E7	0.0	0.0
4.54688795E7	0.0	0.0
4.55971415E7	0.0	0.0
4.57254035E7	0.0	0.0
4.58536655E7	0.0	0.0
4.59819275E7	0.0	0.0
4.61101895E7	0.0	0.0
4.62384515E7	0.0	0.0
4.63667135E7	0.0	0.0
4.64949755E7	0.0	0.0
4.66232375E7	0.3358126335157724	0.03419767854886698
4.67514995E7	0.0	0.0
4.68797615E7	0.0	0.0
4.70080235E7	0.0	0.0
4.71362855E7	0.0	0.0
4.72645475E7	0.0	0.0
4.73928095E7	0.0	0.0
4.75210715E7	0.0	0.0
4.76493335E7	0.0	0.0
4.77775955E7	0.0	0.0
4.79058575E7	0.0	0.0
4.80341195E7	0.0	0.0
4.81623815E7	0.0	0.0
4.82906435E7	0.0	0.0
4.84189055E7	0.0	0.0
4.85471675E7	0.0	0.0
4.86754295E7	0.0	0.0
4.88036915E7	0.0	0.0
4.89319535E7	0.0	0.0
4.90602155E7	0.0	0.0
4.91884775E7	0.0	0.0
4.93167395E7	0.0	0.0
4.94450015E7	0.0	0.0
4.95732635E7	0.0	0.0
4.97015255E7	0.0	0.0
4.98297875E7	0.0	0.0
4.99580495E7	0.0	0.0
5.00863115E7	0.0	0.0
5.02145735E7	0.0	0.0
5.03428355E7	0.0	0.0
5.04710975E7	0.0	0.0
5.05993595E7	0.0	0.0
5.07276215E7	0.0	0.0
5.08558835E7	0.0	0.0
5.09841455E7	0.0	0.0
5.11124075E7	0.0	0.0
5.12405525E7	0.0	0.0
